學生代碼,學校代碼,教師代碼_國文,教師代碼_英文,教師代碼_數學,班級代碼_國文,班級代碼_英文,班級代碼_數學,班級代碼,每周作業頻率_國文,每周作業頻率標準化_國文,每周作業頻率_英文,每周作業頻率標準化_英文,每周作業頻率_數學,每周作業頻率標準化_數學,作業頻率標準化平均值,作業類型_做習題_國文,做習題標準化_國文,作業類型_作文練習_國文,作文練習標準化_國文,作業類型_剪報或蒐集資料_國文,剪報或蒐集資料標準化_國文,作業類型_聽演講、參觀展覽或看表演_國文,聽演講、參觀展覽或看表演標準化_國文,作業類型_分組專題活動_國文,分組專題活動標準化_國文,作業類型_做習題_英文,做習題標準化_英文,作業類型_作文練習_英文,作文練習標準化_英文,作業類型_剪報或蒐集資料_英文,剪報或蒐集資料標準化_英文,作業類型_聽演講、參觀展覽或看表演_英文,聽演講、參觀展覽或看表演標準化_英文,作業類型_分組專題活動_英文,分組專題活動標準化_英文,作業類型_做習題_數學,做習題標準化_數學,作業類型_作文練習_數學,作文練習標準化_數學,作業類型_剪報或蒐集資料_數學,剪報或蒐集資料標準化_數學,作業類型_聽演講、參觀展覽或看表演_數學,聽演講、參觀展覽或看表演標準化_數學,作業類型_分組專題活動_數學,分組專題活動標準化_數學,作業經常次數_國文,作業經常次數_英文,作業經常次數_數學,綜合分析能力測驗答對題數,一般分析能力測驗答對題數,數學分析能力測驗答對題數,跟得上進度_國文,用功程度_國文,作業表現_國文,跟得上進度_英文,用功程度_英文,作業表現_英文,跟得上進度_數學,用功程度_數學,作業表現_數學
4628,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,19,5,10,3,3,3,4,4,,99,99,99
4831,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,53,17,25,1,1,4,1,1,4,99,99,99
4861,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,46,18,26,2,3,4,2,2,,99,99,99
4867,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,34,14,17,2,3,4,2,2,,99,99,99
6025,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,50,17,22,2,2,3,1,1,2,99,99,99
6182,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,45,16,20,2,3,4,1,2,,99,99,99
6339,466,13,1,,3099,3099,,3099,6,0,1,1.5,,,0.75,2,0.66,2,0.66,3,0.33,5,,5,,2,0.66,5,,5,,5,,5,,,,,,,,,,,,0,0,,22,8,10,3,4,2,4,4,3,99,99,99
7971,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,54,22,25,2,2,4,1,1,3,99,99,99
8306,466,8,11,6,3777,3777,3777,3777,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,3,0.33,5,,5,,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,2,0.66,4,0,4,0,4,0,4,0,0,0,0,15,2,9,3,3,2,3,3,2,3,3,4
8381,466,12,3,2,2668,2668,2668,2668,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,4,0,4,0,1,1,1,35,19,14,2,2,2,2,2,4,2,2,2
8387,466,12,3,2,2668,2668,2668,2668,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,4,0,4,0,1,1,1,18,6,6,4,4,2,3,3,3,4,4,2
8768,466,8,11,6,3777,3777,3777,3777,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,3,0.33,5,,5,,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,2,0.66,4,0,4,0,4,0,4,0,0,0,0,33,15,18,4,4,3,2,3,3,2,2,3
8784,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,53,19,26,1,1,4,1,1,4,99,99,99
8812,466,13,1,,3099,3099,,3099,6,0,1,1.5,,,0.75,2,0.66,2,0.66,3,0.33,5,,5,,2,0.66,5,,5,,5,,5,,,,,,,,,,,,0,0,,39,16,23,2,2,3,2,2,3,99,99,99
9027,466,12,3,2,2668,2668,2668,2668,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,4,0,4,0,1,1,1,21,8,6,2,3,3,2,2,4,2,3,2
9327,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,32,12,17,2,3,4,2,2,,99,99,99
9428,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,44,17,20,1,1,4,1,1,4,99,99,99
10192,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,46,15,21,2,2,3,1,1,4,99,99,99
10321,466,12,3,2,2668,2668,2668,2668,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,4,0,4,0,1,1,1,16,7,7,4,4,3,4,3,3,4,4,2
10743,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,32,16,20,2,2,4,2,2,,99,99,99
11477,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,34,12,14,2,3,3,4,4,,99,99,99
11798,466,8,11,6,3777,3777,3777,3777,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,3,0.33,5,,5,,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,2,0.66,4,0,4,0,4,0,4,0,0,0,0,22,7,9,3,3,3,2,3,3,4,3,4
12509,466,8,11,6,3777,3777,3777,3777,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,3,0.33,5,,5,,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,2,0.66,4,0,4,0,4,0,4,0,0,0,0,21,10,10,4,3,2,3,3,3,2,3,4
13551,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,49,19,18,2,2,3,2,1,3,99,99,99
13882,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,41,13,18,2,1,3,1,1,4,99,99,99
13896,466,8,11,6,3777,3777,3777,3777,1,1.5,1,1.5,1,1.5,1.5,2,0.66,3,0.33,3,0.33,5,,5,,2,0.66,3,0.33,3,0.33,3,0.33,2,0.66,2,0.66,4,0,4,0,4,0,4,0,0,0,0,22,9,13,3,3,3,2,3,3,3,3,3
15821,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,15,9,7,4,4,1,4,4,,99,99,99
16814,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,47,16,20,2,2,3,1,1,4,99,99,99
17038,466,12,3,2,2668,2668,2668,2668,1,1.5,1,1.5,2,3.5,2.166666667,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,3,0.33,2,0.66,3,0.33,2,0.66,1,1,5,,4,0,4,0,4,0,1,1,1,21,7,12,4,4,1,3,3,3,3,3,2
17497,466,9,7,,3455,3455,,3455,1,1.5,6,0,,,0.75,1,1,3,0.33,3,0.33,97,,97,,1,1,5,,4,0,5,,5,,,,,,,,,,,,1,1,,36,17,21,3,3,3,4,4,,99,99,99
17732,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,42,17,17,2,2,3,1,1,3,99,99,99
18932,466,13,1,,3099,3099,,3099,6,0,1,1.5,,,0.75,2,0.66,2,0.66,3,0.33,5,,5,,2,0.66,5,,5,,5,,5,,,,,,,,,,,,0,0,,49,20,24,2,2,4,1,1,4,99,99,99
19654,466,13,1,,3099,3099,,3099,6,0,1,1.5,,,0.75,2,0.66,2,0.66,3,0.33,5,,5,,2,0.66,5,,5,,5,,5,,,,,,,,,,,,0,0,,36,12,17,2,2,3,2,2,3,99,99,99
19812,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,37,9,21,3,3,2,1,2,3,99,99,99
19991,466,10,7,,2406,2406,,2406,1,1.5,1,1.5,,,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,1,1,3,0.33,4,0,4,0,,,,,,,,,,,0,2,,52,19,23,2,1,3,1,1,3,99,99,99
476,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,32,14,13,3,4,1,4,4,4,4,4,1
627,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,32,10,13,2,2,4,3,3,4,3,3,4
5034,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,24,7,8,2,3,3,4,4,4,3,3,4
5340,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,18,2,8,2,3,3,2,2,4,3,4,2
5843,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,31,11,16,2,2,4,3,3,4,2,2,4
6825,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,33,13,14,2,2,4,2,99,4,3,3,4
6930,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,35,16,16,2,2,4,2,2,4,2,2,4
7296,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,11,3,4,2,2,3,2,2,4,2,2,4
7335,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,21,6,13,2,2,3,2,3,4,2,3,4
7743,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,26,6,14,3,3,3,3,3,4,3,3,3
8798,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,24,9,9,2,2,3,2,2,4,2,2,4
8994,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,22,8,11,3,2,4,3,3,4,3,3,4
9188,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,17,5,9,2,2,4,2,2,4,3,3,3
10231,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,34,10,15,2,2,3,1,1,4,2,2,4
10246,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,20,3,8,4,4,1,4,4,4,4,4,1
10833,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,37,12,21,2,2,3,2,2,4,2,2,4
11019,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,12,4,4,2,3,3,4,4,4,3,3,4
11496,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,11,4,4,4,4,4,3,3,4,3,4,2
11672,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,27,9,12,2,3,3,2,3,4,4,4,3
11813,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,11,5,3,2,2,3,4,4,4,4,4,3
11909,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,16,5,9,3,4,2,4,4,4,3,3,2
12988,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,23,5,9,2,2,4,2,2,4,3,4,3
13085,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,28,11,14,2,2,4,2,2,4,2,3,3
13737,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,18,6,9,2,3,4,3,3,4,3,4,2
15435,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,20,5,10,4,4,1,4,4,4,4,4,1
15949,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,18,5,10,2,1,4,2,2,4,2,3,4
15994,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,29,11,11,1,2,4,2,2,4,3,3,4
16435,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,28,11,14,2,2,3,3,3,4,1,2,4
16941,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,17,9,8,4,4,2,4,4,3,4,4,1
17412,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,17,7,6,2,4,3,4,4,4,4,4,3
17570,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,22,7,11,2,2,4,2,3,4,2,3,4
17870,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,34,11,16,2,2,3,1,1,4,2,1,4
18074,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,39,15,20,2,2,4,4,4,4,2,2,4
18360,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,24,10,6,2,3,3,3,3,4,4,3,4
19674,467,9,2,3,3150,3150,3150,3150,5,9,1,1.5,1,1.5,4,1,1,3,0.33,4,0,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,2,0.66,5,,4,0,4,0,4,0,1,1,0,25,11,10,3,4,1,3,3,4,4,3,3
19892,467,7,2,5,3199,3199,3199,3199,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,3,0.33,3,0.33,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,5,,3,0.33,2,0.66,2,0.66,0,1,1,11,6,4,3,3,2,3,3,4,3,4,2
20000,467,8,4,1,2972,2972,2972,2972,1,1.5,2,3.5,1,1.5,2.166666667,4,0,1,1,2,0.66,4,0,4,0,2,0.66,5,,5,,5,,5,,2,0.66,97,,97,,97,,5,,1,0,0,28,11,15,2,2,3,3,3,4,4,4,3
11,468,10,12,6,2842,2842,2842,2842,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,5,,5,,5,,5,,1,1,4,0,4,0,4,0,3,0.33,0,0,1,25,7,12,2,3,4,4,4,3,3,4,3
392,468,16,3,2,2626,2626,2626,2626,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,2,0.66,5,,5,,5,,3,0.33,0,1,0,39,15,17,2,2,3,2,2,4,2,2,4
894,468,16,3,2,2626,2626,2626,2626,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,2,0.66,5,,5,,5,,3,0.33,0,1,0,10,4,1,3,4,2,4,4,4,4,3,3
949,468,14,15,5,3851,3851,3851,3851,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,5,,5,,5,,1,1,3,0.33,3,0.33,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,0,1,1,32,9,16,2,2,4,2,3,3,2,2,3
1150,468,1,4,7,3214,3214,3214,3214,2,3.5,1,1.5,1,1.5,2.166666667,3,0.33,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,0,1,1,23,10,12,3,2,4,3,3,3,4,4,4
1261,468,10,11,18,2225,2225,2225,2225,1,1.5,3,5.5,3,5.5,4.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,4,0,5,,3,0.33,0,1,1,43,14,20,2,2,4,2,2,4,1,1,4
1323,468,17,13,9,2515,2515,2515,2515,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,5,,4,0,4,0,3,0.33,2,0.66,5,,3,0.33,4,0,3,0.33,1,1,0,34,13,22,2,3,2,4,4,4,2,3,2
1669,468,17,13,9,2515,2515,2515,2515,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,5,,4,0,4,0,3,0.33,2,0.66,5,,3,0.33,4,0,3,0.33,1,1,0,28,6,12,3,4,4,4,4,3,4,4,1
1796,468,16,3,2,2626,2626,2626,2626,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,2,0.66,5,,5,,5,,3,0.33,0,1,0,25,10,14,3,4,3,3,3,4,4,3,3
1835,468,1,4,7,3214,3214,3214,3214,2,3.5,1,1.5,1,1.5,2.166666667,3,0.33,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,0,1,1,59,23,26,2,2,3,2,2,3,1,1,4
1983,468,14,15,5,3851,3851,3851,3851,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,5,,5,,5,,1,1,3,0.33,3,0.33,4,0,4,0,1,1,2,0.66,2,0.66,2,0.66,2,0.66,0,1,1,38,15,19,2,2,4,3,2,3,2,2,3
2017,468,17,13,9,2515,2515,2515,2515,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,5,,4,0,4,0,3,0.33,2,0.66,5,,3,0.33,4,0,3,0.33,1,1,0,55,19,26,2,1,4,1,1,4,2,1,4
2359,468,17,13,9,2515,2515,2515,2515,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,5,,4,0,4,0,3,0.33,2,0.66,5,,3,0.33,4,0,3,0.33,1,1,0,13,6,3,2,3,3,4,4,3,4,4,2
2729,468,10,11,18,2225,2225,2225,2225,1,1.5,3,5.5,3,5.5,4.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,4,0,5,,3,0.33,0,1,1,32,8,16,2,2,4,2,2,4,2,1,4
3136,468,10,12,6,2842,2842,2842,2842,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,5,,5,,5,,5,,1,1,4,0,4,0,4,0,3,0.33,0,0,1,32,14,17,4,4,4,4,4,2,3,3,4
3295,468,10,11,18,2225,2225,2225,2225,1,1.5,3,5.5,3,5.5,4.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,4,0,5,,3,0.33,0,1,1,33,13,17,3,4,4,4,4,2,3,3,2
3777,468,16,3,2,2626,2626,2626,2626,1,1.5,2,3.5,2,3.5,2.833333333,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,2,0.66,5,,5,,5,,3,0.33,0,1,0,56,20,25,2,2,4,1,1,4,2,2,4
5047,468,10,12,6,2842,2842,2842,2842,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,5,,5,,5,,5,,1,1,4,0,4,0,4,0,3,0.33,0,0,1,31,11,14,2,3,4,2,2,3,3,3,3
5226,468,10,12,6,2842,2842,2842,2842,1,1.5,1,1.5,2,3.5,2.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,5,,5,,5,,5,,1,1,4,0,4,0,4,0,3,0.33,0,0,1,34,14,16,3,3,4,2,2,3,3,2,4
5270,468,10,11,18,2225,2225,2225,2225,1,1.5,3,5.5,3,5.5,4.166666667,2,0.66,2,0.66,2,0.66,3,0.33,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,4,0,5,,3,0.33,0,1,1,15,8,8,3,3,4,4,4,2,4,,4
5301,468,1,4,7,3214,3214,3214,3214,2,3.5,1,1.5,1,1.5,2.166666667,3,0.33,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,0,1,1,38,14,20,2,2,4,2,2,3,2,2,4
5304,468,17,13,9,2515,2515,2515,2515,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,2,0.66,4,0,3,0.33,1,1,5,,4,0,4,0,3,0.33,2,0.66,5,,3,0.33,4,0,3,0.33,1,1,0,19,8,10,4,,3,4,4,2,4,4,1
